Page NO,Category,Name,Categories,Key Words,Vendors,Color,Crystal Structure,Physical Properties,Chemical Properties,Mechanical Properties,Electrical Properties,Thermal Properties,Optical Properties,Component Elements Properties,Descriptive Properties,Processing,URL,Material,url,Description,Alloy Composition,Base Metal Price (% relative),Brinell Hardness,Compressive (crushing) Strength (MPa),Curie Temperature (°C),Density (g/cm³),Dielectric Constant (relative Permittivity) At 1Hz,Dielectric Constant (relative Permittivity) At 1Mhz,Dielectric Strength (breakdown Potential) (kV/mm),"Elastic (Young's, Tensile) Modulus (GPa)",Electrical Conductivity: Equal Volume (% IACS),Electrical Conductivity: Equal Weight (specific) (% IACS),Electrical Dissipation At 1Hz,Electrical Dissipation At 1Mhz,Electrical Resistivity Order Of Magnitude (10),Elongation At Break (%),Embodied Carbon (kg CO₂),Embodied Energy (MJ/kg),Embodied Water (L/kg),Fatigue Strength (MPa),Flexural Modulus (GPa),Flexural Strength (MPa),Follow-up Questions,Fracture Toughness (MPa·m),Further Reading,Glass Transition Temperature (°C),Heat Deflection Temperature At 1.82Mpa (264Psi) (°C),Impact Strength: Notched Izod (J/m),Impact Strength: V-notched Charpy (J),Knoop Hardness,Latent Heat Of Fusion (J/g),Light Transmission Range (µm),Limiting Oxygen Index (loi) (%),Maximum Temperature: Autoignition (°C),Maximum Temperature: Corrosion (°C),Maximum Temperature: Decomposition (°C),Maximum Temperature: Mechanical (°C),Maximum Thermal Shock (°C),Melting Completion (liquidus) (°C),Melting Onset (solidus) (°C),Poisson's Ratio,Pren (pitting Resistance),Reduction In Area (%),Refractive Index,Resilience: Ultimate (unit Rupture Work) (MJ/m³),Resilience: Unit (modulus Of Resilience) (kJ/m³),Rockwell B Hardness,Rockwell C Hardness,Rockwell M Hardness,Shear Modulus (GPa),Shear Strength (MPa),Solidification (pattern Maker's) Shrinkage (%),Specific Heat Capacity (J/kg·K),Stiffness To Weight: Axial (points),Stiffness To Weight: Bending (points),Strength To Weight: Axial (points),Strength To Weight: Bending (points),Tensile Strength: Ultimate (uts) (MPa),Tensile Strength: Yield (proof) (MPa),Thermal Conductivity (W/m·K),Thermal Diffusivity (mm²/s),Thermal Expansion (µm/m·K),Thermal Shock Resistance (points),Vicat Softening Temperature (°C),Water Absorption After 24 Hours (%),Water Absorption At Saturation (%),Material ID (MAT_ID),Material Designation,Manufacturer/Supplier,Chemical Composition,Semifinished Material Information,Heat Treatment,Microstructure,Hardness,Testing Conditions (Axial Loading),Monotonic Properties,Monotonic Stress-Strain Curves (Ramberg-Osgood Model),"Cyclic/Fatigue Properties (Axial Loading, Fully Reversed)",Testing Temperature (°C),Testing Medium,Loading Type,Loading Control,Specimen,Loading Ratio,Additional Remarks,Fatigue Properties,Fatigue Strain-Life Parameters (Coffin-Manson-Basquin Model),Collecting Cyclic Stress-Strain Plot Data
Category: polymer Page No: 5,polymer,"Sumitomo Bakelite Durez® 32245 Phenolic, Injection Grade","Polymer, Thermoset, Phenolic","Durez 32245 Black Phenolic is a two-stage glass fiber and mineral filled special purpose molding compound. It is especially designed for applications requiring high strength and dimensional stability with excellent heat resistance. Typical applications include heavy duty switch gear, connectors, and commutators., Information provided by Sumitomo Bakelite North America, Inc.",N/A,,,"[{'Bulk Density': {'Metric': '0.850g/cc', 'English': '0.0307lb/in³', 'Comments': 'ASTM D1895'}}]",N/A,"[{'Tensile Strength at Break': {'Metric': '86.0MPa', 'English': '12500psi', 'Comments': 'ASTM D638'}}]","[{'Volume Resistivity': {'Metric': '1.00e+12ohm-cm', 'English': '1.00e+12ohm-cm', 'Comments': 'ASTM D257'}}]","[{'Maximum Service Temperature, Air': {'Metric': '180°C', 'English': '356°F', 'Comments': 'UL Temperature Index; at 3.0 mm'}}]",N/A,N/A,[{'ColorBlack': {'Descriptive Properties': 'FormGranular'}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=9e2717fe53504cd5b3135be1b07778ea,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,"Sumitomo Bakelite Durez® 32245 Phenolic, Compression Grade","Polymer, Thermoset, Phenolic","Durez 32245 Black Phenolic is a two-stage glass fiber and mineral filled special purpose molding compound. It is especially designed for applications requiring high strength and dimensional stability with excellent heat resistance. Typical applications include heavy duty switch gear, connectors, and commutators., Information provided by Sumitomo Bakelite North America, Inc.",N/A,,,"[{'Bulk Density': {'Metric': '0.850g/cc', 'English': '0.0307lb/in³', 'Comments': 'ASTM D1895'}}]",N/A,"[{'Tensile Strength at Break': {'Metric': '69.0MPa', 'English': '10000psi', 'Comments': 'ASTM D638'}}]","[{'Volume Resistivity': {'Metric': '1.00e+12ohm-cm', 'English': '1.00e+12ohm-cm', 'Comments': 'ASTM D257'}}]","[{'Maximum Service Temperature, Air': {'Metric': '180°C', 'English': '356°F', 'Comments': 'UL Temperature Index; at 3.0 mm'}}]",N/A,N/A,[{'ColorBlack': {'Descriptive Properties': 'Molding MethodCompression'}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=45fbef6d52114640b234cbdc0e2986b5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Sumitomo Bakelite North America CF 9040A Carbon Fiber Reinforced Phenolic,"Polymer, Thermoset, Filled/Reinforced Thermoset, Phenolic, Phenolic, Carbon Fiber Composite","CF 9040A is a high strength carbon fiber phenolic molding compound, Information provided by Sumitomo Bakelite North America, Inc.",N/A,,,"[{'Bulk Density': {'Metric': '0.500g/cc', 'English': '0.0181lb/in³', 'Comments': 'ISO 60'}}]",N/A,"[{'Hardness, Rockwell E': {'Metric': '100', 'English': '100', 'Comments': 'ISO 2039/2'}}]",N/A,"[{'CTE, linear, Parallel to Flow': {'Metric': '10.0µm/m-°C', 'English': '5.56µin/in-°F', 'Comments': 'ASTM E831'}}]",N/A,N/A,[{'ColorBlack': {'Descriptive Properties': 'FormPellet'}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=a504e94d9eeb43a4a4e4bf7f373b49d6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Sumitomo Bakelite North America Epiall® 1914A Short Glass Fiber Reinforced Epoxy,"Polymer, Thermoset, Epoxy, Epoxy, Molded, Glass Fiber Filler, Filled/Reinforced Thermoset","Epiall 1914A is a short fiberglass reinforced epoxy molding compound, with excellent dimensional stability, good strength properties and good electrical insulation properties., Information provided by Sumitomo Bakelite North America, Inc.",N/A,,,"[{'Bulk Density': {'Metric': '0.900g/cc', 'English': '0.0325lb/in³', 'Comments': 'ASTM D1895'}}]",N/A,"[{'Hardness, Barcol': {'Metric': '63', 'English': '63', 'Comments': 'ASTM D2583'}}]","[{'Dielectric Constant': {'Metric': '4.5@Frequency 1e+6 Hz', 'English': '4.5@Frequency 1e+6 Hz', 'Comments': 'wet; ASTM D150'}}]","[{'CTE, linear, Parallel to Flow': {'Metric': '14.0µm/m-°C', 'English': '7.78µin/in-°F', 'Comments': 'ASTM E831'}}]",N/A,N/A,"[{'ColorsBlack, Green': {'Descriptive Properties': 'FormGranular'}}]",N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=a968dee67adc4272aa126c278b12f8ec,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Sumitomo Bakelite North America Epiall® 1908M-1 Short Glass Fiber Reinforced Epoxy,"Polymer, Thermoset, Epoxy, Epoxy, Molded, Glass Fiber Filler, Filled/Reinforced Thermoset","Epiall 1908M-1 is a short glass fiber reinforced epoxy molding compound with excellent dimensional stability, good strength properties, and good electrical insulation properties., Information provided by Sumitomo Bakelite North America, Inc.",N/A,,,"[{'Bulk Density': {'Metric': '0.900g/cc', 'English': '0.0325lb/in³', 'Comments': 'ASTM D1895'}}]",N/A,"[{'Hardness, Barcol': {'Metric': '72', 'English': '72', 'Comments': 'ASTM D2583'}}]","[{'Dielectric Constant': {'Metric': '4.5@Frequency 1e+6 Hz', 'English': '4.5@Frequency 1e+6 Hz', 'Comments': 'wet; ASTM D150'}}]","[{'CTE, linear, Parallel to Flow': {'Metric': '27.0µm/m-°C', 'English': '15.0µin/in-°F', 'Comments': 'ASTM E831'}}]",N/A,N/A,[{'ColorBlack': {'Descriptive Properties': 'FormGranular'}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=cac33a04863d44f3a670157370fdf6af,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Sumitomo Bakelite North America Epiall® 1908B-1 Short Glass Fiber Reinforced Epoxy,"Polymer, Thermoset, Epoxy, Epoxy, Molded, Glass Fiber Filler, Filled/Reinforced Thermoset","Epiall 1908B-1 is a short fiberglass reinforced epoxy molding compound, with excellent dimensional stability, good strength properties and good electrical insulation properties., Information provided by Sumitomo Bakelite North America, Inc.",N/A,,,"[{'Bulk Density': {'Metric': '0.900g/cc', 'English': '0.0325lb/in³', 'Comments': 'ASTM D1895'}}]",N/A,"[{'Hardness, Barcol': {'Metric': '70', 'English': '70', 'Comments': 'ASTM D2583'}}]","[{'Dielectric Constant': {'Metric': '4.5@Frequency 1e+6 Hz', 'English': '4.5@Frequency 1e+6 Hz', 'Comments': 'wet; ASTM D150'}}]","[{'CTE, linear, Parallel to Flow': {'Metric': '37.0µm/m-°C', 'English': '20.6µin/in-°F', 'Comments': 'ASTM E831'}}]",N/A,N/A,"[{'ColorsBlack, Blue, Green': {'Descriptive Properties': 'FormGranular'}}]",N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=e7e7b90508bf4f73b59e00f624759afc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Sumitomo Bakelite North America Epiall® 1908-1 Short Glass Fiber Reinforced Epoxy,"Polymer, Thermoset, Epoxy, Epoxy, Molded, Glass Fiber Filler, Filled/Reinforced Thermoset","Epiall 1908-1 is a short fiberglass reinforced epoxy molding compound, with excellent dimensional stability, good strength properties and good electrical insulation proper-ties that meets the requirements of ASTM D5948 Type GEI-5, Information provided by Sumitomo Bakelite North America, Inc.",N/A,,,"[{'Bulk Density': {'Metric': '0.900g/cc', 'English': '0.0325lb/in³', 'Comments': 'ASTM D1895'}}]",N/A,"[{'Tensile Strength at Break': {'Metric': '80.0MPa', 'English': '11600psi', 'Comments': 'ASTM D638'}}]","[{'Dielectric Constant': {'Metric': '4.1@Frequency 1e+6 Hz', 'English': '4.1@Frequency 1e+6 Hz', 'Comments': 'wet; ASTM D150'}}]","[{'CTE, linear, Parallel to Flow': {'Metric': '37.0µm/m-°C', 'English': '20.6µin/in-°F', 'Comments': 'ASTM E831'}}]",N/A,N/A,"[{'ColorsBlack, Blue, Green, Gray': {'Descriptive Properties': 'FormGranular'}}]",N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=078036b285b34679941aaa9d74c40832,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Sumitomo Bakelite North America Epiall® 1904B-1 Short Glass Fiber Reinforced Epoxy,"Polymer, Thermoset, Epoxy, Epoxy, Molded, Glass Fiber Filler, Filled/Reinforced Thermoset","Epiall 1904B-1 is a short fiberglass reinforced epoxy molding compound, with excellent dimensional stability, good strength properties and good electrical insulation properties., Information provided by Sumitomo Bakelite North America, Inc.",N/A,,,"[{'Bulk Density': {'Metric': '0.900g/cc', 'English': '0.0325lb/in³', 'Comments': 'ASTM D1895'}}]",N/A,"[{'Tensile Strength at Break': {'Metric': '90.0MPa', 'English': '13100psi', 'Comments': 'ASTM D638'}}]","[{'Dielectric Constant': {'Metric': '4.6@Frequency 1e+6 Hz', 'English': '4.6@Frequency 1e+6 Hz', 'Comments': 'wet; ASTM D150'}}]","[{'Deflection Temperature at 1.8 MPa (264 psi)': {'Metric': '280°C', 'English': '536°F', 'Comments': 'As Molded; ASTM D648A'}}]",N/A,N/A,"[{'ColorsBlack, Green': {'Descriptive Properties': 'FormGranular'}}]",N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=c0c20ff61c804071a836fa8f70bbb453,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Sumitomo Bakelite North America Epiall® 2061B-1 Mineral and Glass Filled Electrical Encapsulation Grade Epoxy,"Polymer, Thermoset, Epoxy, Epoxy, Encapsulating, Glass or Mineral Filled, Filled/Reinforced Thermoset","Epiall 2061B-1 is a fiberglass and mineral reinforced epoxy molding compound, with excellent dimensional stability, good electrical insulation properties, and good strength., Information provided by Sumitomo Bakelite North America, Inc.",N/A,,,"[{'Bulk Density': {'Metric': '0.800g/cc', 'English': '0.0289lb/in³', 'Comments': 'ASTM D1895'}}]",N/A,"[{'Hardness, Barcol': {'Metric': '70', 'English': '70', 'Comments': 'ASTM D2583'}}]","[{'Dielectric Constant': {'Metric': '3.8@Frequency 1e+6 Hz', 'English': '3.8@Frequency 1e+6 Hz', 'Comments': 'wet; ASTM D150'}}]","[{'CTE, linear, Parallel to Flow': {'Metric': '19.4µm/m-°C', 'English': '10.8µin/in-°F', 'Comments': 'post baked; ASTM E831'}}]",N/A,N/A,[{'ColorBlack': {'Descriptive Properties': 'FormGranular'}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=67319416b5c843c3b93bfa6bff8d237a,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Sumitomo Bakelite North America Epiall® 1961B-1 Mineral and Glass Filled Electrical Encapsulation Grade Epoxy,"Polymer, Thermoset, Epoxy, Epoxy, Encapsulating, Glass or Mineral Filled, Filled/Reinforced Thermoset","Epiall 1961B-1 is a short glass fiber and mineral filled epoxy molding compound with excellent dimensional stability, good strength properties, and good electrical insulation properties., Information provided by Sumitomo Bakelite North America, Inc.",N/A,,,"[{'Bulk Density': {'Metric': '0.900g/cc', 'English': '0.0325lb/in³', 'Comments': 'ASTM D1895'}}]",N/A,"[{'Hardness, Barcol': {'Metric': '66', 'English': '66', 'Comments': 'ASTM D2583'}}]","[{'Dielectric Constant': {'Metric': '3.8@Frequency 1e+6 Hz', 'English': '3.8@Frequency 1e+6 Hz', 'Comments': 'wet; ASTM D150'}}]","[{'CTE, linear, Parallel to Flow': {'Metric': '16.0µm/m-°C', 'English': '8.89µin/in-°F', 'Comments': 'ASTM E831'}}]",N/A,N/A,"[{'ColorsBlack, Red, Blue': {'Descriptive Properties': 'FormGranular'}}]",N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=ddf8b9e1c52545c9aa28d76350802eca,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Sumitomo Bakelite North America Epiall® 1960B-1 Mineral and Glass Filled Electrical Encapsulation Grade Epoxy,"Polymer, Thermoset, Epoxy, Epoxy, Encapsulating, Glass or Mineral Filled, Filled/Reinforced Thermoset","Epiall 1960B-1 is a mineral and short fiberglass filled epoxy compound, formulated for the encapsulation of passive electronic devices., Information provided by Sumitomo Bakelite North America, Inc.",N/A,,,"[{'Density': {'Metric': '1.76g/cc', 'English': '0.0636lb/in³', 'Comments': 'ASTM D792'}}]",N/A,"[{'Tensile Strength at Break': {'Metric': '80.0MPa', 'English': '11600psi', 'Comments': 'ASTM D638'}}]","[{'Dielectric Constant': {'Metric': '4.0@Frequency 1e+6 Hz', 'English': '4.0@Frequency 1e+6 Hz', 'Comments': 'wet; ASTM D150'}}]","[{'Deflection Temperature at 1.8 MPa (264 psi)': {'Metric': '275°C', 'English': '527°F', 'Comments': 'Post Baked; ASTM D648A'}}]",N/A,N/A,[{'ColorBlack': {'Descriptive Properties': 'FormGranular'}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=764df23e838b4027a1ef637738455fe1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,Sumitomo Bakelite North America E 3812M-1 Mineral and Glass Filled Electrical Encapsulation Grade Epoxy,"Polymer, Thermoset, Epoxy, Epoxy, Encapsulating, Glass or Mineral Filled, Filled/Reinforced Thermoset","E 3812M-1 is a mineral and short fiberglass filled epoxy molding compound for low pressure encapsulation molding, featuring excellent dimensional stability, good thermal shock resistance, and good electrical insulation properties., Information provided by Sumitomo Bakelite North America, Inc.",N/A,,,"[{'Bulk Density': {'Metric': '0.950g/cc', 'English': '0.0343lb/in³', 'Comments': 'ASTM D1895'}}]",N/A,"[{'Tensile Strength at Break': {'Metric': '58.0MPa', 'English': '8410psi', 'Comments': 'ASTM D638'}}]","[{'Dielectric Constant': {'Metric': '3.8@Frequency 1e+6 Hz', 'English': '3.8@Frequency 1e+6 Hz', 'Comments': 'wet; ASTM D150'}}]","[{'Deflection Temperature at 1.8 MPa (264 psi)': {'Metric': '>=280°C', 'English': '>=536°F', 'Comments': 'Post Baked; ASTM D648A'}}]",N/A,N/A,[{'ColorBlack': {'Descriptive Properties': 'FormGranular'}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=43f3e554c04c44ecac20a5a65f668931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 5,polymer,"Sumitomo Bakelite Sumikon® PM-6430 Glass-Filled Phenolic, Injection Grade","Polymer, Thermoset, Filled/Reinforced Thermoset, Phenolic, Phenolic, Novolac, Glass Filled","Sumikon® PM-6430 black Phenolic is a two stage glass fiber and mineral filled special purpose molding compound.  It is especially designed for applications requiring high strength and dimensional stability with excellent heat resistance and machinability.  Typical applications include commutators., Information provided by Sumitomo Bakelite North America, Inc.",N/A,,,"[{'Specific Gravity': {'Metric': '1.85g/cc', 'English': '1.85g/cc', 'Comments': 'ASTM D792'}}]",N/A,"[{'Tensile Strength, Ultimate': {'Metric': '103MPa', 'English': '14900psi', 'Comments': 'ASTM D638'}}]","[{'Volume Resistivity': {'Metric': '1.00e+13ohm-cm', 'English': '1.00e+13ohm-cm', 'Comments': 'ASTM D257'}}]","[{'Deflection Temperature at 1.8 MPa (264 psi)': {'Metric': '227°C', 'English': '441°F', 'Comments': 'ASTM D648'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=c53b719ad7ed410e94ccc91f812643e4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
