Page NO,Category,Name,Categories,Key Words,Vendors,Color,Crystal Structure,Physical Properties,Chemical Properties,Mechanical Properties,Electrical Properties,Thermal Properties,Optical Properties,Component Elements Properties,Descriptive Properties,Processing,URL,Material,url,Description,Alloy Composition,Base Metal Price (% relative),Brinell Hardness,Compressive (crushing) Strength (MPa),Curie Temperature (°C),Density (g/cm³),Dielectric Constant (relative Permittivity) At 1Hz,Dielectric Constant (relative Permittivity) At 1Mhz,Dielectric Strength (breakdown Potential) (kV/mm),"Elastic (Young's, Tensile) Modulus (GPa)",Electrical Conductivity: Equal Volume (% IACS),Electrical Conductivity: Equal Weight (specific) (% IACS),Electrical Dissipation At 1Hz,Electrical Dissipation At 1Mhz,Electrical Resistivity Order Of Magnitude (10),Elongation At Break (%),Embodied Carbon (kg CO₂),Embodied Energy (MJ/kg),Embodied Water (L/kg),Fatigue Strength (MPa),Flexural Modulus (GPa),Flexural Strength (MPa),Follow-up Questions,Fracture Toughness (MPa·m),Further Reading,Glass Transition Temperature (°C),Heat Deflection Temperature At 1.82Mpa (264Psi) (°C),Impact Strength: Notched Izod (J/m),Impact Strength: V-notched Charpy (J),Knoop Hardness,Latent Heat Of Fusion (J/g),Light Transmission Range (µm),Limiting Oxygen Index (loi) (%),Maximum Temperature: Autoignition (°C),Maximum Temperature: Corrosion (°C),Maximum Temperature: Decomposition (°C),Maximum Temperature: Mechanical (°C),Maximum Thermal Shock (°C),Melting Completion (liquidus) (°C),Melting Onset (solidus) (°C),Poisson's Ratio,Pren (pitting Resistance),Reduction In Area (%),Refractive Index,Resilience: Ultimate (unit Rupture Work) (MJ/m³),Resilience: Unit (modulus Of Resilience) (kJ/m³),Rockwell B Hardness,Rockwell C Hardness,Rockwell M Hardness,Shear Modulus (GPa),Shear Strength (MPa),Solidification (pattern Maker's) Shrinkage (%),Specific Heat Capacity (J/kg·K),Stiffness To Weight: Axial (points),Stiffness To Weight: Bending (points),Strength To Weight: Axial (points),Strength To Weight: Bending (points),Tensile Strength: Ultimate (uts) (MPa),Tensile Strength: Yield (proof) (MPa),Thermal Conductivity (W/m·K),Thermal Diffusivity (mm²/s),Thermal Expansion (µm/m·K),Thermal Shock Resistance (points),Vicat Softening Temperature (°C),Water Absorption After 24 Hours (%),Water Absorption At Saturation (%),Material ID (MAT_ID),Material Designation,Manufacturer/Supplier,Chemical Composition,Semifinished Material Information,Heat Treatment,Microstructure,Hardness,Testing Conditions (Axial Loading),Monotonic Properties,Monotonic Stress-Strain Curves (Ramberg-Osgood Model),"Cyclic/Fatigue Properties (Axial Loading, Fully Reversed)",Testing Temperature (°C),Testing Medium,Loading Type,Loading Control,Specimen,Loading Ratio,Additional Remarks,Fatigue Properties,Fatigue Strain-Life Parameters (Coffin-Manson-Basquin Model),Collecting Cyclic Stress-Strain Plot Data,Collecting Strain-Life Fatigue Plot Data
Category: metal Page No: 5,metal,"AISI Grade 18Ni (200) Maraging Steel, Aged, 150 mm (2 in.) round bar, tested in longitudinal direction","Metal, Ferrous Metal, Alloy Steel, Low Alloy Steel, Carbon Steel, Low Carbon Steel, Maraging Steel","Applications:,  Bearings, Belleville springs, bolts, cannon recoil springs, rocket motor and missiles cases, couplings, load cells, flexures for guidance mechanisms of missiles, helicopter drive shafts, transmission shafts, fan shafts in commercial jet engines, aircraft wing components and forgings, aluminum die casting dies, cold forming dies, plastic molding dies, cores, pins, punches, and trim knees.",N/A,,,"[{'Density': {'Metric': '8.00g/cc', 'English': '0.289lb/in³', 'Comments': None}}]",N/A,"[{'Hardness, Brinell': {'Metric': '496', 'English': '496', 'Comments': 'estimated, based on comparison with similar maraging steels.'}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '10.1µm/m-°C@Temperature 21.0 - 480 °C', 'English': '5.61µin/in-°F@Temperature 69.8 - 896 °F', 'Comments': None}}]",N/A,"[{'Aluminum, Al': {'Component Elements Properties': '0.10 %', 'Metric': '0.10 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=3bc3139bf1e74ec3b231738ccbd52704,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI Grade 18Ni (200) Maraging Steel, Aged, 75 mm round bar, tested in longitudinal direction","Metal, Ferrous Metal, Alloy Steel, Low Alloy Steel, Carbon Steel, Low Carbon Steel, Maraging Steel","Applications:,  Bearings, Belleville springs, bolts, cannon recoil springs, rocket motor and missiles cases, couplings, load cells, flexures for guidance mechanisms of missiles, helicopter drive shafts, transmission shafts, fan shafts in commercial jet engines, aircraft wing components and forgings, aluminum die casting dies, cold forming dies, plastic molding dies, cores, pins, punches, and trim knees.",N/A,,,"[{'Density': {'Metric': '8.00g/cc', 'English': '0.289lb/in³', 'Comments': None}}]",N/A,"[{'Hardness, Brinell': {'Metric': '491', 'English': '491', 'Comments': 'estimated, based on comparison with similar maraging steels.'}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '10.1µm/m-°C@Temperature 21.0 - 480 °C', 'English': '5.61µin/in-°F@Temperature 69.8 - 896 °F', 'Comments': None}}]",N/A,"[{'Aluminum, Al': {'Component Elements Properties': '0.10 %', 'Metric': '0.10 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=7da58ea7250f4975b3ee8e49728c099b,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI Grade 18Ni (200) Maraging Steel, Aged, 32 mm round bar, tested in longitudinal direction","Metal, Ferrous Metal, Alloy Steel, Low Alloy Steel, Carbon Steel, Low Carbon Steel, Maraging Steel","Applications:,  Bearings, Belleville springs, bolts, cannon recoil springs, rocket motor and missiles cases, couplings, load cells, flexures for guidance mechanisms of missiles, helicopter drive shafts, transmission shafts, fan shafts in commercial jet engines, aircraft wing components and forgings, aluminum die casting dies, cold forming dies, plastic molding dies, cores, pins, punches, and trim knees.",N/A,,,"[{'Density': {'Metric': '8.00g/cc', 'English': '0.289lb/in³', 'Comments': None}}]",N/A,"[{'Hardness, Brinell': {'Metric': '511', 'English': '511', 'Comments': 'estimated, based on comparison with similar maraging steels.'}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '10.1µm/m-°C@Temperature 21.0 - 480 °C', 'English': '5.61µin/in-°F@Temperature 69.8 - 896 °F', 'Comments': None}}]",N/A,"[{'Aluminum, Al': {'Component Elements Properties': '0.10 %', 'Metric': '0.10 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=ab20e4a12f8b41d4aace33418d2f33b5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI Grade 18Ni (200) Maraging Steel, Aged, 16 mm round bar, tested in longitudinal direction","Metal, Ferrous Metal, Alloy Steel, Low Alloy Steel, Carbon Steel, Low Carbon Steel, Maraging Steel","Applications:,  Bearings, Belleville springs, bolts, cannon recoil springs, rocket motor and missiles cases, couplings, load cells, flexures for guidance mechanisms of missiles, helicopter drive shafts, transmission shafts, fan shafts in commercial jet engines, aircraft wing components and forgings, aluminum die casting dies, cold forming dies, plastic molding dies, cores, pins, punches, and trim knees.",N/A,,,"[{'Density': {'Metric': '8.00g/cc', 'English': '0.289lb/in³', 'Comments': None}}]",N/A,"[{'Hardness, Brinell': {'Metric': '504', 'English': '504', 'Comments': 'estimated, based on comparison with similar maraging steels.'}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '10.1µm/m-°C@Temperature 21.0 - 480 °C', 'English': '5.61µin/in-°F@Temperature 69.8 - 896 °F', 'Comments': None}}]",N/A,"[{'Aluminum, Al': {'Component Elements Properties': '0.10 %', 'Metric': '0.10 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=6485612bc4014e57a3ebab9d025159b5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI Grade 18Ni (200) Maraging Steel, Annealed","Metal, Ferrous Metal, Alloy Steel, Low Alloy Steel, Carbon Steel, Low Carbon Steel, Maraging Steel","Applications:,  Bearings, Belleville springs, bolts, cannon recoil springs, rocket motor and missiles cases, couplings, load cells, flexures for guidance mechanisms of missiles, helicopter drive shafts, transmission shafts, fan shafts in commercial jet engines, aircraft wing components and forgings, aluminum die casting dies, cold forming dies, plastic molding dies, cores, pins, punches, and trim knees.",N/A,,,"[{'Density': {'Metric': '8.00g/cc', 'English': '0.289lb/in³', 'Comments': None}}]",N/A,"[{'Hardness, Brinell': {'Metric': '290', 'English': '290', 'Comments': 'estimated, based on comparison with similar maraging steels.'}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '10.1µm/m-°C@Temperature 21.0 - 480 °C', 'English': '5.61µin/in-°F@Temperature 69.8 - 896 °F', 'Comments': None}}]",N/A,"[{'Aluminum, Al': {'Component Elements Properties': '0.10 %', 'Metric': '0.10 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=230c51e238f041e0bb8db2882a39cb9d,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"SAE 1572 Carbon Steel, Composition Spec","Metal, Ferrous Metal, Carbon Steel, High Carbon Steel","For seamless tubing, forgings, wire, rod, and bars.",N/A,,,"[{'Density': {'Metric': '7.85g/cc', 'English': '0.284lb/in³', 'Comments': 'Estimated by MatWeb from very similar grade'}}]",N/A,N/A,N/A,N/A,N/A,"[{'Carbon, C': {'Component Elements Properties': '0.65 - 0.76 %', 'Metric': '0.65 - 0.76 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=9b04f0a06d06410f922540a9b75f3c10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,AISI 1566 Steel Composition Spec (UNS G15660),"Metal, Ferrous Metal, Carbon Steel, AISI 1000 Series Steel, High Carbon Steel",,N/A,,,"[{'Density': {'Metric': '7.85g/cc', 'English': '0.284lb/in³', 'Comments': 'Estimated by MatWeb from very similar grade'}}]",N/A,N/A,N/A,N/A,N/A,"[{'Carbon, C': {'Component Elements Properties': '0.60 - 0.71 %', 'Metric': '0.60 - 0.71 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=48b97b167222480e9d7e54dc321ddba0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI 15B62H Carbon Steel, Composition Spec","Metal, Ferrous Metal, Carbon Steel","The , B,  designation indicates added boron to increase the hardenability after quenching.",N/A,,,"[{'Density': {'Metric': '7.85g/cc', 'English': '0.284lb/in³', 'Comments': 'Estimated by MatWeb from very similar grade'}}]",N/A,N/A,N/A,N/A,N/A,"[{'Boron, B': {'Component Elements Properties': '0.00050 - 0.0030 %', 'Metric': '0.00050 - 0.0030 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=85b10e4eea854585a54c7e65920ae1f9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,AISI 1561 Steel Composition Spec (UNS G15610),"Metal, Ferrous Metal, Carbon Steel, AISI 1000 Series Steel",,N/A,,,"[{'Density': {'Metric': '7.85g/cc', 'English': '0.284lb/in³', 'Comments': 'Estimated by MatWeb from very similar grade'}}]",N/A,N/A,N/A,N/A,N/A,"[{'Carbon, C': {'Component Elements Properties': '0.55 - 0.65 %', 'Metric': '0.55 - 0.65 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=c1879e6dbf60490798b789a368c6f4a1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI 1552 Steel, Annealed and Cold Drawn Bar (UNS G15520)","Metal, Ferrous Metal, Carbon Steel, AISI 1000 Series Steel, Medium Carbon Steel",,N/A,,,"[{'Density': {'Metric': '7.85g/cc', 'English': '0.284lb/in³', 'Comments': 'Typical Carbon Steel'}}]",N/A,"[{'Hardness, Brinell': {'Metric': '>= 193', 'English': '>= 193', 'Comments': None}}]","[{'Electrical Resistivity': {'Metric': '0.0000170ohm-cm', 'English': '0.0000170ohm-cm', 'Comments': 'Typical Carbon Steel'}}]","[{'CTE, linear': {'Metric': '12.0µm/m-°C', 'English': '6.67µin/in-°F', 'Comments': 'Typical Carbon Steel'}}]",N/A,"[{'Carbon, C': {'Component Elements Properties': '0.47 - 0.55 %', 'Metric': '0.47 - 0.55 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=61c51b9a27ef4d98bec26577717f747f,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI 1552 Steel, Hot Rolled Bar (UNS G15520)","Metal, Ferrous Metal, Carbon Steel, AISI 1000 Series Steel, Medium Carbon Steel",,N/A,,,"[{'Density': {'Metric': '7.85g/cc', 'English': '0.284lb/in³', 'Comments': 'Typical Carbon Steel'}}]",N/A,"[{'Hardness, Brinell': {'Metric': '>= 217', 'English': '>= 217', 'Comments': None}}]","[{'Electrical Resistivity': {'Metric': '0.0000170ohm-cm', 'English': '0.0000170ohm-cm', 'Comments': 'Typical Carbon Steel'}}]","[{'CTE, linear': {'Metric': '12.0µm/m-°C', 'English': '6.67µin/in-°F', 'Comments': 'Typical Carbon Steel'}}]",N/A,"[{'Carbon, C': {'Component Elements Properties': '0.47 - 0.55 %', 'Metric': '0.47 - 0.55 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=ec52b51f10e94f06a8b508070656d8e2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,AISI 1551 Steel Composition Spec (UNS G15510),"Metal, Ferrous Metal, Carbon Steel, AISI 1000 Series Steel, Medium Carbon Steel",,N/A,,,"[{'Density': {'Metric': '7.87g/cc', 'English': '0.284lb/in³', 'Comments': 'Estimated by MatWeb from very similar grade'}}]",N/A,N/A,N/A,N/A,N/A,"[{'Carbon, C': {'Component Elements Properties': '0.45 - 0.56 %', 'Metric': '0.45 - 0.56 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=ac2cc6778b364ab1887e2f829f5ba3ae,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI 1548 Steel, annealed, cold drawn, 19-32 mm (0.75-1.25 in) round","Metal, Ferrous Metal, Carbon Steel, AISI 1000 Series Steel, Medium Carbon Steel","The listed composition is for semifinished products for forging, hot-rolled and cold-finished bars, wire rods and seamless tubing.  This alloy was formerly known as SAE 1048 before SAE adopted the AISI 1548 designation.",N/A,,,"[{'Density': {'Metric': '7.87g/cc', 'English': '0.284lb/in³', 'Comments': 'Typical for steel'}}]",N/A,"[{'Hardness, Brinell': {'Metric': '192', 'English': '192', 'Comments': None}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '11.5µm/m-°C@Temperature 20.0 °C', 'English': '6.39µin/in-°F@Temperature 68.0 °F', 'Comments': 'Typical steel'}}]",N/A,"[{'Carbon, C': {'Component Elements Properties': '0.44 - 0.52 %', 'Metric': '0.44 - 0.52 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=d1bb7c694f1243b9ab9be5a71772ca45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: metal Page No: 5,metal,"AISI 1548 Steel, cold drawn, 19-32 mm (0.75-1.25 in) round","Metal, Ferrous Metal, Carbon Steel, AISI 1000 Series Steel, Medium Carbon Steel","The listed composition is for semifinished products for forging, hot-rolled and cold-finished bars, wire rods and seamless tubing.  This alloy was formerly known as SAE 1048 before SAE adopted the AISI 1548 designation.",N/A,,,"[{'Density': {'Metric': '7.87g/cc', 'English': '0.284lb/in³', 'Comments': 'Typical for steel'}}]",N/A,"[{'Hardness, Brinell': {'Metric': '217', 'English': '217', 'Comments': None}}]","[{'Electrical Resistivity': {'Metric': '0.0000174ohm-cm', 'English': '0.0000174ohm-cm', 'Comments': 'Typical steel'}}]","[{'CTE, linear': {'Metric': '11.5µm/m-°C@Temperature 20.0 °C', 'English': '6.39µin/in-°F@Temperature 68.0 °F', 'Comments': 'Typical steel'}}]",N/A,"[{'Carbon, C': {'Component Elements Properties': '0.44 - 0.52 %', 'Metric': '0.44 - 0.52 %', 'English': None, 'Comments': None}}]",N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=39d235d27a6e4d458ad49385db8319df,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
