Page NO,Category,Name,Categories,Key Words,Vendors,Color,Crystal Structure,Physical Properties,Chemical Properties,Mechanical Properties,Electrical Properties,Thermal Properties,Optical Properties,Component Elements Properties,Descriptive Properties,Processing,URL,Material,url,Description,Alloy Composition,Base Metal Price (% relative),Brinell Hardness,Compressive (crushing) Strength (MPa),Curie Temperature (°C),Density (g/cm³),Dielectric Constant (relative Permittivity) At 1Hz,Dielectric Constant (relative Permittivity) At 1Mhz,Dielectric Strength (breakdown Potential) (kV/mm),"Elastic (Young's, Tensile) Modulus (GPa)",Electrical Conductivity: Equal Volume (% IACS),Electrical Conductivity: Equal Weight (specific) (% IACS),Electrical Dissipation At 1Hz,Electrical Dissipation At 1Mhz,Electrical Resistivity Order Of Magnitude (10),Elongation At Break (%),Embodied Carbon (kg CO₂),Embodied Energy (MJ/kg),Embodied Water (L/kg),Fatigue Strength (MPa),Flexural Modulus (GPa),Flexural Strength (MPa),Follow-up Questions,Fracture Toughness (MPa·m),Further Reading,Glass Transition Temperature (°C),Heat Deflection Temperature At 1.82Mpa (264Psi) (°C),Impact Strength: Notched Izod (J/m),Impact Strength: V-notched Charpy (J),Knoop Hardness,Latent Heat Of Fusion (J/g),Light Transmission Range (µm),Limiting Oxygen Index (loi) (%),Maximum Temperature: Autoignition (°C),Maximum Temperature: Corrosion (°C),Maximum Temperature: Decomposition (°C),Maximum Temperature: Mechanical (°C),Maximum Thermal Shock (°C),Melting Completion (liquidus) (°C),Melting Onset (solidus) (°C),Poisson's Ratio,Pren (pitting Resistance),Reduction In Area (%),Refractive Index,Resilience: Ultimate (unit Rupture Work) (MJ/m³),Resilience: Unit (modulus Of Resilience) (kJ/m³),Rockwell B Hardness,Rockwell C Hardness,Rockwell M Hardness,Shear Modulus (GPa),Shear Strength (MPa),Solidification (pattern Maker's) Shrinkage (%),Specific Heat Capacity (J/kg·K),Stiffness To Weight: Axial (points),Stiffness To Weight: Bending (points),Strength To Weight: Axial (points),Strength To Weight: Bending (points),Tensile Strength: Ultimate (uts) (MPa),Tensile Strength: Yield (proof) (MPa),Thermal Conductivity (W/m·K),Thermal Diffusivity (mm²/s),Thermal Expansion (µm/m·K),Thermal Shock Resistance (points),Vicat Softening Temperature (°C),Water Absorption After 24 Hours (%),Water Absorption At Saturation (%)
Category: polymer Page No: 2,polymer,"Overview of materials for Low Density Polyethylene (LDPE), Wire/Cable Grade","Polymer, Thermoplastic, Polyethylene (PE), Low Density (LDPE), Low Density Polyethylene (LDPE), Wire/Cable Grade","This property data is a summary of similar materials in the MatWeb database for the category ""Low Density Polyethylene (LDPE), Wire/Cable Grade"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",N/A,,,"[{'Density': {'Metric': '0.915-2.00g/cc', 'English': '0.0331-0.0723lb/in³', 'Comments': 'Average value: 0.983 g/cc Grade Count:86'}}]",N/A,"[{'Hardness, Shore D': {'Metric': '40.0 - 57.0', 'English': '40.0 - 57.0', 'Comments': 'Average value: 49.0  Grade Count:30'}}]","[{'Electrical Resistivity': {'Metric': '1.00e+6-1.00e+18ohm-cm', 'English': '1.00e+6-1.00e+18ohm-cm', 'Comments': 'Average value: 2.77e+16 ohm-cm Grade Count:43'}}]","[{'CTE, linear': {'Metric': '180-230µm/m-°C', 'English': '100-128µin/in-°F', 'Comments': 'Average value: 218 µm/m-°C Grade Count:8'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=67d08e50830a43daab7911ffc3ad3638,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 3,polymer,"Overview of materials for Thermoplastic Olefinic Elastomer (TPO), Extrusion Grade","Polymer, Thermoplastic, Elastomer, TPE, Thermoplastic Olefinic Elastomer (TPO), Extrusion Grade","This property data is a summary of similar materials in the MatWeb database for the category ""Thermoplastic Olefinic Elastomer (TPO), Extrusion Grade"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",N/A,,,"[{'Density': {'Metric': '0.890-1.18g/cc', 'English': '0.0322-0.0426lb/in³', 'Comments': 'Average value: 0.991 g/cc Grade Count:33'}}]",N/A,"[{'Hardness, Shore A': {'Metric': '40.0 - 90.0', 'English': '40.0 - 90.0', 'Comments': 'Average value: 69.8  Grade Count:16'}}]",N/A,"[{'CTE, linear': {'Metric': '59.0-108µm/m-°C', 'English': '32.8-60.0µin/in-°F', 'Comments': 'Average value: 94.6 µm/m-°C Grade Count:9'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=dd500bfaed1c4e69b0ee95bd22674b5c,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 3,polymer,Overview of materials for Polyether Ester Elastomer,"Polymer, Thermoplastic, Elastomer, TPE, Polyester, TP, Polyether Ester Elastomer","This property data is a summary of similar materials in the MatWeb database for the category ""Polyether Ester Elastomer"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",,,,"[{'Density': {'Metric': '1.05-1.48g/cc', 'English': '0.0379-0.0535lb/in³', 'Comments': 'Average value: 1.20 g/cc Grade Count:156'}}]",N/A,"[{'Hardness, Shore A': {'Metric': '70.0 - 99.0', 'English': '70.0 - 99.0', 'Comments': 'Average value: 90.3  Grade Count:4'}}]","[{'Electrical Resistivity': {'Metric': '1.00e+12-1.00e+15ohm-cm', 'English': '1.00e+12-1.00e+15ohm-cm', 'Comments': 'Average value: 3.52e+14 ohm-cm Grade Count:19'}}]","[{'CTE, linear': {'Metric': '110-220µm/m-°C', 'English': '61.1-122µin/in-°F', 'Comments': 'Average value: 155 µm/m-°C Grade Count:22'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=9fd180067ecd4b208e9d36dfcd02dcc4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 4,polymer,"Mitsubishi Chemical Advanced Materials Acetron™ AF Blend / Ertacetal™ H-TF POM-H
 PTFE-filled, extruded","Polymer, Thermoplastic, Acetal (Polyoxymethylene, POM), Acetal Homopolymer, PTFE-Filled","This unique thermoplastic material is used in moving parts in which low friction and long wear resistance are important. The material has a high strength, toughness, dimensional stability and good machinability, plus improved wear characteristics over unfilled POM-H.
",,,,"[{'Specific Gravity': {'Metric': '1.50g/cc', 'English': '1.50g/cc', 'Comments': 'ASTM D792'}}]","[{'Acids, Strong (pH 1-3)': {'Mitsubishi Chemical Advanced Materials Acetron™ AF Blend / Ertacetal™ H-TF POM-H\r\n PTFE-filled, extruded\n      \n      \n      \n    ': 'Acceptable', 'Chemical Resistance Properties': 'Acceptable', 'Metric': None, 'English': None, 'Comments': None}}]","[{'Hardness, Rockwell M': {'Metric': '84.0', 'English': '84.0', 'Comments': 'ASTM D785'}}]","[{'Surface Resistivity per Square': {'Metric': '1.00e+14ohm', 'English': '1.00e+14ohm', 'Comments': 'ANSI/ESD STM 11.11'}}]","[{'CTE, linear': {'Metric': '90.0µm/m-°C', 'English': '50.0µin/in-°F', 'Comments': 'ASTM E-831 (TMA)'}}]",N/A,N/A,[{'ESd categoryInsulative': {'Descriptive Properties': None}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=5836b16e88954923ad6911ea5f68a298,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 3,polymer,Overview of materials for Polyether Block Amide (PEBA),"Polymer, Thermoplastic, Polyether Block Amide (PEBA)","This property data is a summary of similar materials in the MatWeb database for the category ""Polyether Block Amide (PEBA)"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",N/A,,,"[{'Density': {'Metric': '0.870-11.0g/cc', 'English': '0.0314-0.397lb/in³', 'Comments': 'Average value: 1.32 g/cc Grade Count:83'}}]",N/A,"[{'Hardness, Shore A': {'Metric': '75.0 - 92.0', 'English': '75.0 - 92.0', 'Comments': 'Average value: 84.5  Grade Count:13'}}]","[{'Electrical Resistivity': {'Metric': '0.00500-9.00e+13ohm-cm', 'English': '0.00500-9.00e+13ohm-cm', 'Comments': 'Average value: 7.93e+12 ohm-cm Grade Count:31'}}]","[{'CTE, linear': {'Metric': '100-240µm/m-°C', 'English': '55.6-133µin/in-°F', 'Comments': 'Average value: 179 µm/m-°C Grade Count:17'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=57b805a667ee48f7b58b3fd8df1fa17b,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 4,polymer,"Mitsubishi Chemical Advanced Materials Nylatron™ / Ertalon™ LFX PA6
 Lubricated Cast PA6","Polymer, Thermoplastic, Nylon (Polyamide PA), Nylon 6 (PA6), Nylon 6, Cast","A self-lubricating cast nylon 6 that displays strong mechanical strength, great sliding properties, high mechanical damping capabilities, and exceptional electrical insulating properties.
",,,,N/A,"[{'Acids, Strong (pH 1-3)': {'Mitsubishi Chemical Advanced Materials Nylatron™ / Ertalon™ LFX PA6\r\n Lubricated Cast PA6\n      \n      \n      \n    ': 'Unacceptable', 'Chemical Resistance Properties': 'Unacceptable', 'Metric': None, 'English': None, 'Comments': None}}]","[{'Hardness, Rockwell M': {'Metric': '82.0', 'English': '82.0', 'Comments': 'ASTM D785'}}]","[{'Dielectric Strength': {'Metric': '22.0kV/mm', 'English': '559kV/in', 'Comments': 'IEC 60243-1 (15)'}}]","[{'CTE, linear': {'Metric': '80.0µm/m-°C@Temperature 23.0 - 60.0 °C', 'English': '44.4µin/in-°F@Temperature 73.4 - 140 °F', 'Comments': None}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=79a85bd6274c45b7a2ef4eb921a4d0df,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 3,polymer,"Overview of materials for Thermoplastic Olefinic Elastomer (TPO), Blow Molding Grade","Polymer, Thermoplastic, Elastomer, TPE, Thermoplastic Olefinic Elastomer (TPO), Blow Molding Grade","This property data is a summary of similar materials in the MatWeb database for the category ""Thermoplastic Olefinic Elastomer (TPO), Blow Molding Grade"". Each property range of values reported is minimum and maximum values of appropriate MatWeb entries. The comments report the average value, and number of data points used to calculate the average. The values are not necessarily typical of any specific grade, especially less common values and those that can be most affected by additives or processing methods.",N/A,,,"[{'Density': {'Metric': '0.900-1.09g/cc', 'English': '0.0325-0.0394lb/in³', 'Comments': 'Average value: 0.980 g/cc Grade Count:10'}}]",N/A,"[{'Hardness, Shore D': {'Metric': '40.0 - 65.0', 'English': '40.0 - 65.0', 'Comments': 'Average value: 55.4  Grade Count:10'}}]",N/A,"[{'Deflection Temperature at 0.46 MPa (66 psi)': {'Metric': '57.0-92.0°C', 'English': '135-198°F', 'Comments': 'Average value: 79.5 °C Grade Count:4'}}]",N/A,N/A,N/A,N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=5760e0707cf24e31b69ed7d2f3467d0c,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 4,polymer,Mitsubishi Chemical Advanced Materials Acetron™ GP / Ertacetal™ C POM-C Extruded Acetal,"Polymer, Thermoplastic, Acetal (Polyoxymethylene, POM), Acetal Copolymer, Unreinforced","A general purpose co-polymer acetal that is free of porosity and displays low moisture absorption on top of excellent machinability, making it great for food contact applications.
",,,,"[{'Specific Gravity': {'Metric': '1.41g/cc', 'English': '1.41g/cc', 'Comments': 'ASTM D792'}}]","[{'Acids, Strong (pH 1-3)': {'Mitsubishi Chemical Advanced Materials Acetron™ GP / Ertacetal™ C POM-C Extruded Acetal\n      \n      \n      \n    ': 'Acceptable', 'Chemical Resistance Properties': 'Acceptable', 'Metric': None, 'English': None, 'Comments': None}}]","[{'Hardness, Rockwell M': {'Metric': '84.0', 'English': '84.0', 'Comments': 'ASTM D785'}}]","[{'Surface Resistivity per Square': {'Metric': '1.00e+14ohm', 'English': '1.00e+14ohm', 'Comments': 'ANSI/ESD STM 11.11'}}]","[{'CTE, linear': {'Metric': '97.2µm/m-°C', 'English': '54.0µin/in-°F', 'Comments': 'ASTM E-831 (TMA)'}}]",N/A,N/A,[{'ESd categoryInsulative': {'Descriptive Properties': None}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=41729a655cb24c949f1361cc6b5b1a5d,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 4,polymer,Mitsubishi Chemical Advanced Materials TIVAR™ Sterra™ DrySlide UHMW-PE Recycled Ultra High Molecular Weight Polyethylene,"Polymer, Renewable/Recycled Polymer, Thermoplastic, Polyethylene (PE), High Density (HDPE), UHMW PE (Ultra High Molecular Weight PE)","An internally lubricated, recycled lining material that offers a lower coefficient of friction and enhanced wear and abrasion resistance compared with standard UHMW-PE grades.",,,,N/A,"[{'Acids, Strong (pH 1-3)': {'Mitsubishi Chemical Advanced Materials TIVAR™ Sterra™ DrySlide UHMW-PE Recycled Ultra High Molecular Weight Polyethylene\n      \n      \n      \n    ': 'Acceptable', 'Chemical Resistance Properties': 'Acceptable', 'Metric': None, 'English': None, 'Comments': None}}]","[{'Tensile Strength': {'Metric': '19.0MPa', 'English': '2760psi', 'Comments': 'ISO 527-1/-2 (7)'}}]",N/A,"[{'CTE, linear': {'Metric': '200µm/m-°C@Temperature 23.0 - 100 °C', 'English': '111µin/in-°F@Temperature 73.4 - 212 °F', 'Comments': None}}]",N/A,N/A,[{'ESd categoryDissipative': {'Descriptive Properties': None}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=3540739961934e869bbf64d839e0fe09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 4,polymer,Mitsubishi Chemical Advanced Materials TIVAR™ H.O.T. UHMW-PE,"Polymer, Thermoplastic, Polyethylene (PE), High Density (HDPE), UHMW PE (Ultra High Molecular Weight PE)","This premium UHMW-PE grade was formulated to help finished components maintain key performance properties in an extended temperature range. Designed for high operating temperatures, this grade excels in a variety of industrial manufacturing environments where temperatures reach up to 275°F / 135°C.",,,,"[{'Specific Gravity': {'Metric': '0.940g/cc', 'English': '0.940g/cc', 'Comments': 'ASTM D792'}}]","[{'Acids, Strong (pH 1-3)': {'Mitsubishi Chemical Advanced Materials TIVAR™ H.O.T. UHMW-PE\n      \n      \n      \n    ': 'Acceptable', 'Chemical Resistance Properties': 'Acceptable', 'Metric': None, 'English': None, 'Comments': None}}]","[{'Hardness, Shore D': {'Metric': '58.0', 'English': '58.0', 'Comments': 'ISO 868'}}]","[{'Surface Resistivity per Square': {'Metric': '1.00e+13ohm', 'English': '1.00e+13ohm', 'Comments': 'ANSI/ESD STM 11.11'}}]","[{'CTE, linear': {'Metric': '198µm/m-°C', 'English': '110µin/in-°F', 'Comments': 'ASTM E-831 (TMA)'}}]",N/A,N/A,[{'ESd categoryInsulative': {'Descriptive Properties': None}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=d35b7a247aca4b609c346cc06d6eddf8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 4,polymer,Mitsubishi Chemical Advanced Materials TIVAR™ 1000 FG UHMW-PE Ultra High Molecular Weight Polyethylene,"Polymer, Thermoplastic, Polyethylene (PE), High Density (HDPE), UHMW PE (Ultra High Molecular Weight PE)","A food-grade UHMW-PE that sets the standard for engineered polymers with its well-balanced wear, strength, and chemical characteristics.",,,,"[{'Specific Gravity': {'Metric': '0.930g/cc', 'English': '0.930g/cc', 'Comments': 'ASTM D792'}}]","[{'Acids, Strong (pH 1-3)': {'Mitsubishi Chemical Advanced Materials TIVAR™ 1000 FG UHMW-PE Ultra High Molecular Weight Polyethylene\n      \n      \n      \n    ': 'Acceptable', 'Chemical Resistance Properties': 'Acceptable', 'Metric': None, 'English': None, 'Comments': None}}]","[{'Hardness, Shore D': {'Metric': '60.0', 'English': '60.0', 'Comments': 'ISO 868'}}]","[{'Surface Resistivity per Square': {'Metric': '1.00e+14ohm', 'English': '1.00e+14ohm', 'Comments': 'ANSI/ESD STM 11.11'}}]","[{'CTE, linear': {'Metric': '198µm/m-°C', 'English': '110µin/in-°F', 'Comments': 'ASTM E-831 (TMA)'}}]",N/A,N/A,[{'ESd categoryInsulative': {'Descriptive Properties': None}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=f31c13c6290d4ea7a1c89d4ba7ba0683,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 4,polymer,Mitsubishi Chemical Advanced Materials TIVAR™ ESD FG UHMW-PE Ultra High Molecular Weight Polyethylene,"Polymer, Thermoplastic, Polyethylene (PE), High Density (HDPE), UHMW PE (Ultra High Molecular Weight PE)","A food-grade, carbon-filled UHMW-PE with electrostatic dissipative properties that help protect against the build-up of electrostatic charge on wear surfaces.",,,,"[{'Specific Gravity': {'Metric': '0.940g/cc', 'English': '0.940g/cc', 'Comments': 'ASTM D792'}}]","[{'Acids, Strong (pH 1-3)': {'Mitsubishi Chemical Advanced Materials TIVAR™ ESD FG UHMW-PE Ultra High Molecular Weight Polyethylene\n      \n      \n      \n    ': 'Acceptable', 'Chemical Resistance Properties': 'Acceptable', 'Metric': None, 'English': None, 'Comments': None}}]","[{'Hardness, Shore D': {'Metric': '61.0', 'English': '61.0', 'Comments': 'ISO 868'}}]","[{'Surface Resistivity per Square': {'Metric': '<=1.00e+7ohm', 'English': '<=1.00e+7ohm', 'Comments': 'ANSI/ESD STM 11.11'}}]","[{'CTE, linear': {'Metric': '198µm/m-°C', 'English': '110µin/in-°F', 'Comments': 'ASTM E-831 (TMA)'}}]",N/A,N/A,[{'ESd categoryDissipative': {'Descriptive Properties': None}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=d58b4822e8c747518e0422dfa16352d9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Category: polymer Page No: 4,polymer,Mitsubishi Chemical Advanced Materials TIVAR™ Sterra™ UHMW-PE Recycled Ultra High Molecular Weight Polyethylene,"Polymer, Renewable/Recycled Polymer, Thermoplastic, Polyethylene (PE), High Density (HDPE), UHMW PE (Ultra High Molecular Weight PE)","Recycled UHMW-PE shapes that exhibit excellent abrasion and corrosion resistance and are commonly used in wear and outrigger pads, strips, rails, guides, rollers, conveyors, chutes, hoppers, impact plates, and asphalt equipment components.",,,,N/A,"[{'Acids, Strong (pH 1-3)': {'Mitsubishi Chemical Advanced Materials TIVAR™ Sterra™ UHMW-PE Recycled Ultra High Molecular Weight Polyethylene\n      \n      \n      \n    ': 'Acceptable', 'Chemical Resistance Properties': 'Acceptable', 'Metric': None, 'English': None, 'Comments': None}}]","[{'Hardness, Shore D': {'Metric': '60.0', 'English': '60.0', 'Comments': 'ISO 868'}}]","[{'Surface Resistivity per Square': {'Metric': '1.00e+13ohm', 'English': '1.00e+13ohm', 'Comments': 'ANSI/ESD STM 11.11'}}]","[{'CTE, linear': {'Metric': '200µm/m-°C@Temperature 23.0 - 100 °C', 'English': '111µin/in-°F@Temperature 73.4 - 212 °F', 'Comments': None}}]",N/A,N/A,[{'ESd categoryInsulative': {'Descriptive Properties': None}}],N/A,https://www.matweb.com/search/DataSheet.aspx?MatGUID=bf534b2ef338487d842a5356ef400b32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
